"","Cluster","box","xmin","xmax","ymin","ymax","cluster_xmin","cluster_xmax","cluster_ymin","cluster_ymax","lidar_path","rgb_path","label","numeric_label"
"162",11,7,404893.36,404899.37,3284526.1,3284530.43,404885.5,404907.5,3284514.5,3284536.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"163",11,8,404887.17,404890.94,3284525.07,3284528.84,404885.5,404907.5,3284514.5,3284536.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"164",11,9,404899.4,404903.62,3284524.17,3284528.99,404885.5,404907.5,3284514.5,3284536.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"165",11,10,404892.04,404898.9,3284522.08,3284527.46,404885.5,404907.5,3284514.5,3284536.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"166",11,11,404905.06,404907,3284523.28,3284526.44,404885.5,404907.5,3284514.5,3284536.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"167",11,12,404887.55,404891.98,3284520.59,3284523.52,404885.5,404907.5,3284514.5,3284536.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"168",11,13,404896.8,404901.91,3284520.01,3284524.48,404885.5,404907.5,3284514.5,3284536.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"169",11,14,404892.03,404895.4,3284519.07,3284523.7,404885.5,404907.5,3284514.5,3284536.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"170",11,15,404891.42,404895.38,3284517.13,3284519.53,404885.5,404907.5,3284514.5,3284536.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"171",11,16,404904,404906.96,3284516.03,3284519.44,404885.5,404907.5,3284514.5,3284536.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"172",11,17,404888.51,404891.45,3284515.87,3284517.9,404885.5,404907.5,3284514.5,3284536.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"173",11,18,404892.09,404895.19,3284515.56,3284516.92,404885.5,404907.5,3284514.5,3284536.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"174",11,19,404898.62,404903.75,3284515.5,3284518.8,404885.5,404907.5,3284514.5,3284536.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"175",12,1,404875.11,404877.36,3284530.12,3284531.36,404873.5,404893.5,3284512.5,3284532.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"176",12,2,404888.09,404893,3284529.13,3284531.46,404873.5,404893.5,3284512.5,3284532.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"177",12,3,404877.5,404881.25,3284528.01,3284531.39,404873.5,404893.5,3284512.5,3284532.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"178",12,4,404882.02,404885.93,3284528.07,3284531.49,404873.5,404893.5,3284512.5,3284532.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"179",12,5,404887.17,404890.94,3284525.07,3284528.84,404873.5,404893.5,3284512.5,3284532.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"180",12,6,404891.89,404892.9,3284521.95,3284525.31,404873.5,404893.5,3284512.5,3284532.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"181",12,7,404874.56,404875.78,3284522.87,3284523.74,404873.5,404893.5,3284512.5,3284532.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"182",12,8,404881.54,404885.43,3284520.67,3284524.5,404873.5,404893.5,3284512.5,3284532.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"183",12,9,404887.55,404890.24,3284520.59,3284523.47,404873.5,404893.5,3284512.5,3284532.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"184",12,10,404891.11,404892.97,3284517.21,3284520.97,404873.5,404893.5,3284512.5,3284532.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"185",12,11,404888.51,404891.83,3284514.03,3284517.77,404873.5,404893.5,3284512.5,3284532.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"186",12,12,404874.6,404875.9,3284513.53,3284515.45,404873.5,404893.5,3284512.5,3284532.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"187",12,13,404890.7,404892.98,3284513.55,3284515.75,404873.5,404893.5,3284512.5,3284532.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"188",13,1,404815.47,404818.9,3284526.48,3284528.47,404806.69,404823.5,3284506.5,3284529.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"189",13,2,404819.24,404822.97,3284523.58,3284528.48,404806.69,404823.5,3284506.5,3284529.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"190",13,3,404811.67,404818.31,3284522.24,3284528.35,404806.69,404823.5,3284506.5,3284529.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"191",13,4,404810.63,404815.47,3284516.53,3284522.7,404806.69,404823.5,3284506.5,3284529.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"192",13,5,404815.5,404822.97,3284514.55,3284522.86,404806.69,404823.5,3284506.5,3284529.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"193",13,6,404807.5,404809.79,3284514.53,3284521.59,404806.69,404823.5,3284506.5,3284529.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"194",13,7,404810.01,404817.98,3284507.5,3284514.49,404806.69,404823.5,3284506.5,3284529.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"195",14,1,404957.95,404960.72,3284524.75,3284526.48,404956.5,404968.46,3284506.5,3284527.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"196",14,2,404957.64,404959.35,3284521.63,3284524.96,404956.5,404968.46,3284506.5,3284527.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"197",14,3,404958.56,404961.89,3284518.67,3284522.45,404956.5,404968.46,3284506.5,3284527.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"198",14,4,404957.5,404960.64,3284516.13,3284518.83,404956.5,404968.46,3284506.5,3284527.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"199",14,5,404964.56,404967.5,3284514.27,3284521.66,404956.5,404968.46,3284506.5,3284527.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"200",14,6,404960,404964.39,3284514.01,3284518.28,404956.5,404968.46,3284506.5,3284527.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"201",14,7,404960.36,404964.86,3284509.52,3284513.97,404956.5,404968.46,3284506.5,3284527.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"202",14,8,404958.42,404961.81,3284507.53,3284511.99,404956.5,404968.46,3284506.5,3284527.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"203",14,9,404966.16,404967.37,3284507.68,3284509.32,404956.5,404968.46,3284506.5,3284527.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"204",15,1,404822.58,404825.91,3284518.54,3284522,404806.69,404826.5,3284497.5,3284522.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"205",15,2,404810.63,404815.47,3284516.53,3284521.98,404806.69,404826.5,3284497.5,3284522.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"206",15,3,404815.5,404821.82,3284515.01,3284521.83,404806.69,404826.5,3284497.5,3284522.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"207",15,4,404807.5,404809.79,3284514.53,3284521.48,404806.69,404826.5,3284497.5,3284522.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"208",15,5,404821.36,404825.97,3284513.23,3284518.5,404806.69,404826.5,3284497.5,3284522.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"209",15,6,404810.01,404817.98,3284504.54,3284514.49,404806.69,404826.5,3284497.5,3284522.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"210",15,7,404823.27,404826,3284500.18,3284502.47,404806.69,404826.5,3284497.5,3284522.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"211",15,8,404819.04,404823.96,3284498.5,3284502.44,404806.69,404826.5,3284497.5,3284522.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"212",15,9,404807.57,404808.29,3284498.92,3284499.09,404806.69,404826.5,3284497.5,3284522.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"213",16,1,404841.18,404843.42,3284518.55,3284520,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"214",16,2,404860.5,404861.21,3284519.91,3284519.92,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"215",16,3,404865.19,404867.5,3284518.86,3284519.99,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"216",16,4,404868.5,404871.49,3284517.93,3284519.9,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"217",16,5,404848.71,404851.96,3284516.73,3284518.98,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"218",16,6,404840.5,404842.33,3284516.11,3284518.86,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"219",16,7,404853.58,404855.94,3284515.51,3284517.95,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"220",16,8,404853.15,404855.04,3284513.6,3284515.85,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"221",16,9,404864.53,404866.94,3284510.04,3284512.37,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"222",16,10,404840.51,404841.99,3284508.15,3284511,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"223",16,11,404852.08,404857.99,3284505.28,3284510.89,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"224",16,12,404859.71,404866.2,3284504.52,3284511.95,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"225",16,13,404866.06,404867.44,3284507.38,3284509.99,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"226",16,14,404872.65,404873.9,3284505.32,3284506.98,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"227",16,15,404848.02,404854.42,3284500.57,3284507.83,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"228",16,16,404854.54,404860.68,3284498.64,3284507.45,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"229",16,17,404840.5,404843.15,3284500.07,3284505.97,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"230",16,18,404858.53,404866.46,3284497.07,3284505.45,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"231",16,19,404871.52,404873.94,3284497.6,3284499.96,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"232",16,20,404840.75,404841.47,3284499.22,3284499.43,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"233",16,21,404863.56,404869.44,3284494.16,3284499.26,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"234",16,22,404872.07,404873.26,3284492.54,3284493.57,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"235",16,23,404846.58,404847.92,3284491.55,3284492.99,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"236",16,24,404862.07,404863.83,3284495.55,3284496.83,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"237",16,25,404848.78,404849.76,3284490.51,3284491.46,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"238",16,26,404843.22,404844.86,3284489.5,3284490.46,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"239",16,27,404856.5,404860.26,3284489.51,3284490.86,404839.5,404874.5,3284488.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"240",17,1,404953.1,404955.96,3284517.61,3284519.97,404950.5,404968.46,3284499.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"241",17,2,404957.02,404961.46,3284516.13,3284519.72,404950.5,404968.46,3284499.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"242",17,3,404964.56,404967.37,3284514.27,3284519.83,404950.5,404968.46,3284499.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"243",17,4,404960,404964.39,3284514.01,3284518.67,404950.5,404968.46,3284499.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"244",17,5,404951.69,404952.55,3284515.06,3284516.42,404950.5,404968.46,3284499.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"245",17,6,404956.07,404958.96,3284510.8,3284511.69,404950.5,404968.46,3284499.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"246",17,7,404960.36,404964.86,3284509.52,3284513.97,404950.5,404968.46,3284499.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"247",17,8,404958.42,404961.81,3284507.07,3284511.99,404950.5,404968.46,3284499.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"248",17,9,404966.16,404967.37,3284506.71,3284509.32,404950.5,404968.46,3284499.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"249",17,10,404951.69,404953.95,3284506.64,3284509.77,404950.5,404968.46,3284499.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"250",17,11,404951.53,404955.39,3284502.44,3284505.11,404950.5,404968.46,3284499.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"251",17,12,404959.61,404962.48,3284501.09,3284503.5,404950.5,404968.46,3284499.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"252",17,13,404967.17,404967.43,3284501.12,3284501.57,404950.5,404968.46,3284499.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"253",17,14,404951.52,404952.3,3284500.6,3284502.48,404950.5,404968.46,3284499.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"254",17,15,404954.21,404957.45,3284500.53,3284501.98,404950.5,404968.46,3284499.5,3284520.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"255",18,1,404953.63,404955.23,3284517.61,3284518.45,404932.5,404956.5,3284495.5,3284519.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"256",18,2,404933.51,404937.47,3284512.03,3284518.31,404932.5,404956.5,3284495.5,3284519.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"257",18,3,404946.07,404948.98,3284511.6,3284514.49,404932.5,404956.5,3284495.5,3284519.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"258",18,4,404955.35,404955.37,3284511.43,3284511.71,404932.5,404956.5,3284495.5,3284519.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"259",18,5,404940.02,404948.47,3284502.63,3284513.72,404932.5,404956.5,3284495.5,3284519.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"260",18,6,404948.51,404952.86,3284505.22,3284511.32,404932.5,404956.5,3284495.5,3284519.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"261",18,7,404953.97,404955.42,3284501.13,3284504.39,404932.5,404956.5,3284495.5,3284519.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"262",18,8,404934.02,404935.42,3284501.61,3284502.49,404932.5,404956.5,3284495.5,3284519.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"263",18,9,404946.03,404953.01,3284499.16,3284503.97,404932.5,404956.5,3284495.5,3284519.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"264",18,10,404952.12,404955.43,3284496.6,3284500.8,404932.5,404956.5,3284495.5,3284519.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"265",18,11,404944.51,404947.95,3284496.65,3284501.9,404932.5,404956.5,3284495.5,3284519.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"266",19,1,404932.95,404934.37,3284511.17,3284511.83,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"267",19,2,404935.74,404936.35,3284511.05,3284511.93,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"268",19,3,404910.72,404913.79,3284509.55,3284512,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"269",19,4,404923.51,404926.41,3284510.01,3284511.73,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"270",19,5,404926.5,404929.91,3284509.51,3284511.49,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"271",19,6,404907.08,404908.99,3284509.79,3284511.29,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"272",19,7,404913.52,404915.93,3284508.03,3284510.4,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"273",19,8,404909.58,404911.48,3284505.65,3284508.43,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"274",19,9,404911.52,404913.73,3284505.57,3284508.36,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"275",19,10,404914.33,404916.66,3284503.07,3284506.98,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"276",19,11,404916.58,404919.98,3284501.55,3284506.99,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"277",19,12,404903.53,404906.99,3284502.57,3284506,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"278",19,13,404910.02,404913.93,3284501.38,3284505.88,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"279",19,14,404902.5,404904.83,3284501.26,3284503.44,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"280",19,15,404934.02,404935.42,3284501.61,3284502.49,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"281",19,16,404911.57,404919.94,3284496.67,3284502.88,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"282",19,17,404902.54,404903.1,3284498.63,3284500.45,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"283",19,18,404920.02,404928.43,3284494.53,3284500,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"284",19,19,404902.62,404903.74,3284495.27,3284497.2,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"285",19,20,404910.05,404918.98,3284488.59,3284497.47,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"286",19,21,404919,404928.41,3284487.53,3284497.39,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"287",19,22,404902.63,404904.35,3284492.13,3284494.74,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"288",19,23,404931.19,404935.97,3284489.19,3284493.91,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"289",19,24,404902.52,404903.46,3284489.7,3284491.52,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"290",19,25,404915.22,404915.62,3284488.03,3284488.42,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"291",19,26,404932.55,404934.38,3284480.53,3284482.34,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"292",19,27,404902.53,404905.16,3284480.5,3284481.93,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"293",19,28,404921.19,404924.47,3284485.58,3284487.34,404901.5,404937.5,3284479.5,3284512.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"294",20,1,404828.51,404831.4,3284500.71,3284503.49,404822.5,404843.5,3284482.5,3284504.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"295",20,2,404838.6,404842.86,3284500.07,3284503.45,404822.5,404843.5,3284482.5,3284504.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"296",20,3,404833.42,404835.3,3284501.57,3284503.43,404822.5,404843.5,3284482.5,3284504.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"297",20,4,404823.58,404824.46,3284498.08,3284502.47,404822.5,404843.5,3284482.5,3284504.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"298",20,5,404824.63,404828.48,3284499.55,3284501.99,404822.5,404843.5,3284482.5,3284504.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"299",20,6,404827.54,404832.49,3284497.1,3284501.15,404822.5,404843.5,3284482.5,3284504.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"300",20,7,404836.81,404840.84,3284494.03,3284499.72,404822.5,404843.5,3284482.5,3284504.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"301",20,8,404831.24,404836.43,3284490.58,3284496.95,404822.5,404843.5,3284482.5,3284504.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"302",20,9,404823.51,404825.98,3284486.53,3284494.9,404822.5,404843.5,3284482.5,3284504.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"303",20,10,404841.02,404842.88,3284488.02,3284489.47,404822.5,404843.5,3284482.5,3284504.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"304",20,11,404836.52,404840.43,3284487.89,3284490.4,404822.5,404843.5,3284482.5,3284504.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"305",20,12,404832.5,404836.46,3284484.08,3284490.92,404822.5,404843.5,3284482.5,3284504.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"306",20,13,404836.08,404840.48,3284484.73,3284487.37,404822.5,404843.5,3284482.5,3284504.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"307",20,14,404840.59,404842.8,3284483.62,3284486.36,404822.5,404843.5,3284482.5,3284504.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"308",20,15,404832.11,404834.99,3284483.56,3284485.79,404822.5,404843.5,3284482.5,3284504.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"309",21,1,404828.51,404831.35,3284500.66,3284502.87,404810.5,404834.5,3284477.5,3284503.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"310",21,2,404833,404833.75,3284497.6,3284501.9,404810.5,404834.5,3284477.5,3284503.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"311",21,3,404823.27,404828.48,3284500.13,3284502.47,404810.5,404834.5,3284477.5,3284503.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"312",21,4,404819.04,404824.46,3284495.01,3284502.44,404810.5,404834.5,3284477.5,3284503.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"313",21,5,404827.54,404832.49,3284497.1,3284500.99,404810.5,404834.5,3284477.5,3284503.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"314",21,6,404811.55,404811.99,3284496.82,3284498.25,404810.5,404834.5,3284477.5,3284503.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"315",21,7,404813.45,404820.16,3284492.07,3284497.26,404810.5,404834.5,3284477.5,3284503.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"316",21,8,404831.24,404833.98,3284491.01,3284496.95,404810.5,404834.5,3284477.5,3284503.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"317",21,9,404819.51,404825.98,3284486.53,3284494.9,404810.5,404834.5,3284477.5,3284503.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"318",21,10,404811.54,404814.41,3284487.03,3284491.78,404810.5,404834.5,3284477.5,3284503.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"319",21,11,404832.27,404833.97,3284485.01,3284490.35,404810.5,404834.5,3284477.5,3284503.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"320",21,12,404811.52,404815.69,3284483.04,3284486.89,404810.5,404834.5,3284477.5,3284503.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"321",21,13,404831.96,404832.93,3284484.69,3284485.99,404810.5,404834.5,3284477.5,3284503.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"322",21,14,404811.55,404815.45,3284480.13,3284483,404810.5,404834.5,3284477.5,3284503.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
"323",21,15,404833.12,404833.93,3284481.29,3284484.4,404810.5,404834.5,3284477.5,3284503.5,"OSBS_006.laz","2017_OSBS_3_NA_image.tif","Tree",1
