"uid","namedLocation","domainID","siteID","plotID","plotType","sampleID","ligninSampleID","collectDate","analysisDate","analyticalRepNumber","dryMass","digestVolume","foliarPhosphorusConc","foliarPotassiumConc","foliarCalciumConc","foliarMagnesiumConc","foliarSulfurConc","foliarManganeseConc","foliarIronConc","foliarCopperConc","foliarBoronConc","foliarZincConc","measurementQF","accuracyQF","remarks","laboratoryName","testMethod","analyzedBy","reviewedBy","dataQF"
"e02eac5c-2ec4-4f08-9270-85f15a4b5678","KONZ_001.basePlot.cfc","D06","KONZ","KONZ_001","distributed","Cekj+eelgP+FtsCbsa7Fx0yuDENzSZgUu0oOcsF1rUs=","Cekj+eelgP+FtsCbsa7Fx0yuDENzSZgUMIJZBWx8w6I=","2017-05-30T14:06Z","2017-11-29",1,0.105,25,0.166,1.947,0.35,0.162,0.098,129.6,382.5,5.7,10.9,22.9,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"66e0dc69-6920-4b86-90d9-cc3153839c69","KONZ_042.basePlot.cfc","D06","KONZ","KONZ_042","tower","Cekj+eelgP8YwVIKeX8KmDyhH3AmhbeIlUmTMgLm/C8=","Cekj+eelgP8YwVIKeX8KmDyhH3AmhbeIk0ke26HsWQ4=","2017-05-30T14:08Z","2017-11-29",1,0.104,25,0.106,1.189,0.398,0.111,0.079,34.6,139.5,4,11.4,18.9,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"054d8a41-534d-4c97-b55a-e939b6165548","KONZ_043.basePlot.cfc","D06","KONZ","KONZ_043","tower","Cekj+eelgP8twWen9yIBWBwjrwASs76HLmjW19E2bhI=","Cekj+eelgP8twWen9yIBWBwjrwASs76HYvEdEFilITw=","2017-05-30T14:09Z","2017-11-29",1,0.105,25,0.179,1.957,0.484,0.184,0.115,60.9,122.9,6.6,16.8,20.4,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"fcf9f17a-30eb-4474-b426-0809b854394f","KONZ_045.basePlot.cfc","D06","KONZ","KONZ_045","tower","Cekj+eelgP9pjZG8ytWEoHzBBaS0LQQk2YY5mtqP/40=","Cekj+eelgP9pjZG8ytWEoHzBBaS0LQQkbxUDydAqiTE=","2017-05-30T14:10Z","2017-11-29",1,0.102,25,0.129,1.902,0.656,0.147,0.102,55.9,82.2,5.3,16.6,21.4,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"3b03f158-6705-45dc-aa63-60321616b9d9","KONZ_046.basePlot.cfc","D06","KONZ","KONZ_046","tower","Cekj+eelgP83+pvaUJG6uVN78ri862V09xDnre+Oyw0=","Cekj+eelgP83+pvaUJG6uVN78ri862V08G9wpvl1EUA=","2017-05-30T14:11Z","2017-11-29",1,0.105,25,0.157,2.138,0.667,0.225,0.104,43.7,85.4,5.3,18.4,25.2,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"0bab28b8-1ed9-4cd3-84dd-44e6f3972feb","KONZ_009.basePlot.cfc","D06","KONZ","KONZ_009","distributed","Cekj+eelgP9Fy+DOcsp9U9WSf3DutN4vIMfm1mkoIOs=","Cekj+eelgP9Fy+DOcsp9U9WSf3DutN4vrgrv6uy4qA4=","2017-05-30T14:12Z","2017-11-29",2,0.102,25,0.123,1.397,0.684,0.108,0.089,102.4,211.9,5.3,22.4,23.3,"0","1","Ca SRM not passing. Cu duplicate percentage difference > 10% < 20%.","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"d4ac5d11-25aa-4ce4-a015-6379978fe8c3","KONZ_009.basePlot.cfc","D06","KONZ","KONZ_009","distributed","Cekj+eelgP9Fy+DOcsp9U9WSf3DutN4vIMfm1mkoIOs=","Cekj+eelgP9Fy+DOcsp9U9WSf3DutN4vrgrv6uy4qA4=","2017-05-30T14:12Z","2017-11-29",1,0.103,25,0.119,1.412,0.703,0.11,0.09,101.9,194.2,4.4,22.7,25.8,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"19c7465a-202d-4912-9e79-0b29544c4595","KONZ_014.basePlot.cfc","D06","KONZ","KONZ_014","distributed","Cekj+eelgP8rqN6W/F1q6YCZHdfSRxLt+hQaovm3xi8=","Cekj+eelgP8rqN6W/F1q6YCZHdfSRxLtqs+I3uEa2fE=","2017-05-30T14:14Z","2017-11-29",1,0.103,25,0.101,1.963,0.702,0.185,0.136,56.6,193.8,6.5,22.1,30.2,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"8f5be6d0-963c-4320-8f23-5d0a01df4aac","KONZ_024.basePlot.cfc","D06","KONZ","KONZ_024","distributed","Cekj+eelgP9P1Up66iRoAATQx/RQZ6bdUCrZN/Ev46I=","Cekj+eelgP9P1Up66iRoAATQx/RQZ6bdX4DdCqpEeXI=","2017-05-30T14:23Z","2017-11-29",1,0.101,25,0.149,1.281,0.884,0.199,0.116,27.4,85.3,3.3,18.7,15.6,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"290995f0-d40a-4fb4-8af7-1e4068ae367e","KONZ_004.basePlot.cfc","D06","KONZ","KONZ_004","distributed","Cekj+eelgP8HxmkpxRAwFsNuGbR/BPcjYvpoCekY9zU=","Cekj+eelgP8HxmkpxRAwFsNuGbR/BPcjswWPuhcClag=","2017-05-30T14:25Z","2017-11-29",1,0.102,25,0.136,2.17,0.541,0.13,0.134,65,98.6,5.7,16.6,26.5,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"28d7cb6f-20f6-4ecf-b9b7-540371fa572b","KONZ_008.basePlot.cfc","D06","KONZ","KONZ_008","distributed","Cekj+eelgP8/q2AoGGZ6cjflPDbdob4H68G9jeB0LE4=","Cekj+eelgP8/q2AoGGZ6cjflPDbdob4Hj/nhnIBBvrc=","2017-05-30T14:27Z","2017-11-29",1,0.105,25,0.153,1.258,0.588,0.247,0.113,30.4,75.6,7,30.3,16,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"8fabf79a-1f7a-4187-87d7-c7ff293e30b2","KONZ_002.basePlot.cfc","D06","KONZ","KONZ_002","distributed","Cekj+eelgP9EQU0Al2SAyHWyKDGB1fuXsJVvjMdieHQ=","Cekj+eelgP9EQU0Al2SAyHWyKDGB1fuXx9RhX7F7hp0=","2017-05-30T14:28Z","2017-11-29",1,0.103,25,0.12,1.665,0.502,0.147,0.119,33.4,74.7,5.8,12.3,14.7,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"c16b0579-50cb-42ef-babb-4faaa94f5456","KONZ_007.basePlot.cfc","D06","KONZ","KONZ_007","distributed","Cekj+eelgP8hUU9GdNe5XfX3pGP3FBauzJmzRANL8iI=","Cekj+eelgP8hUU9GdNe5XfX3pGP3FBauz8Lop8u6xS8=","2017-05-31T13:35Z","2017-11-29",1,0.101,25,0.086,0.873,0.296,0.084,0.073,58.3,220.2,4.4,6.9,22.5,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"6599a431-8cc0-45a8-a417-e391bbacefa1","KONZ_025.basePlot.cfc","D06","KONZ","KONZ_025","distributed","Cekj+eelgP+4uDBRX8WPBLmsC2ixStEwh5Tmd0qGz+4=","Cekj+eelgP+4uDBRX8WPBLmsC2ixStEwhnwe97Z2IBw=","2017-05-31T14:39Z","2017-11-29",1,0.108,25,0.185,1.276,0.659,0.264,0.12,55.3,83.2,10.1,38.6,22.3,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"48534ba6-c0df-4dd3-8209-f7a888010791","KONZ_025.basePlot.cfc","D06","KONZ","KONZ_025","distributed","Cekj+eelgP8+4YR5y1t7pT4/Zul4g7BryOIPuZIcrPg=","Cekj+eelgP8+4YR5y1t7pT4/Zul4g7Br61i7AA2VR/Q=","2017-05-31T14:42Z","2017-11-29",1,0.101,25,0.269,1.885,1.064,0.388,0.133,45.4,102.6,8.4,39.2,14.5,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"1664399d-c798-45f9-b23f-72b452241df6","KONZ_025.basePlot.cfc","D06","KONZ","KONZ_025","distributed","Cekj+eelgP8q1NEnDzdC19xoggzEesTICna+K/T2/i8=","Cekj+eelgP8q1NEnDzdC19xoggzEesTIsFtKC9I7RvM=","2017-05-31T14:55Z","2017-11-29",1,0.105,25,0.302,1.672,0.625,0.267,0.106,55.2,64.5,4.5,45,20.5,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"1368bd94-607c-46f4-a9bf-92615669e279","KONZ_013.basePlot.cfc","D06","KONZ","KONZ_013","distributed","Cekj+eelgP8HXcbi/ODa0/qRYJ5dTsQvWcxvufLOWzo=","Cekj+eelgP8HXcbi/ODa0/qRYJ5dTsQvmR8lm3wmMMU=","2017-06-01T13:51Z","2017-11-29",1,0.101,25,0.139,1.711,0.354,0.17,0.092,48,174.6,5.3,10.4,23,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"1e9ab56c-9a6d-4352-83d7-cb5f2106e3c9","KONZ_005.basePlot.cfc","D06","KONZ","KONZ_005","distributed","Cekj+eelgP8uS0GdYPFp5KBQFxDLErk8/9bEYj2O/4c=","Cekj+eelgP8uS0GdYPFp5KBQFxDLErk8LJUBKO88FgA=","2017-06-01T13:53Z","2017-11-29",1,0.103,25,0.203,2.473,0.53,0.258,0.155,25.4,208.8,8.6,20.4,33.3,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"5c616b42-0501-419e-92a0-ff017b32c70e","KONZ_006.basePlot.cfc","D06","KONZ","KONZ_006","distributed","Cekj+eelgP+cMuvhPkH2BUGvTeSn6Qri+6Vh1rUUygg=","Cekj+eelgP+cMuvhPkH2BUGvTeSn6QrikaSArlT0OE8=","2017-06-01T13:54Z","2017-11-29",1,0.101,25,0.212,1.685,0.209,0.128,0.112,34.9,221.4,6,3.4,22,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"a47675aa-caf7-4ed3-b746-6ee985ef2d6e","KONZ_024.basePlot.cfc","D06","KONZ","KONZ_024","distributed","Cekj+eelgP9bPJfGB8NLPOKnWRmFr78F2pP78Z/tca4=","Cekj+eelgP9bPJfGB8NLPOKnWRmFr78F84Ez4/tGtmc=","2017-06-01T14:00Z","2017-11-29",2,0.104,25,0.132,0.785,1.192,0.088,0.07,55.5,153.4,3.8,22.2,17.3,"0","1","Ca SRM not passing. Zn duplicate percentage difference > 10% < 20%.","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"22cb3336-8f7a-4fd1-b15a-c189dcd61340","KONZ_024.basePlot.cfc","D06","KONZ","KONZ_024","distributed","Cekj+eelgP9bPJfGB8NLPOKnWRmFr78F2pP78Z/tca4=","Cekj+eelgP9bPJfGB8NLPOKnWRmFr78F84Ez4/tGtmc=","2017-06-01T14:00Z","2017-11-29",1,0.103,25,0.122,0.839,1.23,0.089,0.07,61.1,145.8,3.5,20.5,15.3,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"d087b410-b117-4fed-a227-2b1202a631c7","KONZ_024.basePlot.cfc","D06","KONZ","KONZ_024","distributed","Cekj+eelgP+JU1TuJl/+NyRpZCtuTeXl70lA7g/ELJM=","Cekj+eelgP+JU1TuJl/+NyRpZCtuTeXlLu/1eEfaMmI=","2017-06-01T14:04Z","2017-11-29",1,0.101,25,0.12,0.853,1.887,0.173,0.095,26.5,64.3,6.4,34.1,10.9,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"424f5141-91d3-4caf-9d2b-009900186225","KONZ_024.basePlot.cfc","D06","KONZ","KONZ_024","distributed","Cekj+eelgP+Mphfzc7CuRuUDCGvgrsnOcmEkTVoXz+k=","Cekj+eelgP+Mphfzc7CuRuUDCGvgrsnOJK2H2LZuSaA=","2017-06-01T14:06Z","2017-11-29",1,0.103,25,0.151,0.836,0.567,0.153,0.107,17.1,58.7,9.3,30.9,11.2,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"509d4ff7-2f0a-4dcf-8148-c63d1ace4917","KONZ_012.basePlot.cfc","D06","KONZ","KONZ_012","distributed","Cekj+eelgP8BVlPglPP663jNMIMVWkwLlhghkBSvLho=","Cekj+eelgP8BVlPglPP663jNMIMVWkwLE/gi89JoXJI=","2017-06-02T13:55Z","2017-11-29",1,0.105,25,0.162,1.811,0.507,0.137,0.129,31.6,255.2,7,12.4,27.6,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","bKF36824dpcABkIQiw5BLQ==",NA
"9c87cd02-42dc-4eaf-b476-b0c4ca75a0ca","GRSM_006.basePlot.cfc","D07","GRSM","GRSM_006","distributed","njZEDkTA4mgiARK+2lMt1XKieVoTXptHM32tPh7lGWw=","njZEDkTA4mgiARK+2lMt1XKieVoTXptHv+hmqPCBEok=","2016-06-06T13:40Z","2016-09-08",1,0.469,50,0.129,0.619,0.35,0.137,0.127,434.3,46.6,5.2,50.5,15,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"9205154b-9bf6-43e3-ad61-6176df76bf89","GRSM_006.basePlot.cfc","D07","GRSM","GRSM_006","distributed","njZEDkTA4mgZIetQ+caMIxKyGdrz/cE/iov51c01Qd4=","njZEDkTA4mgZIetQ+caMIxKyGdrz/cE/OLPUFts+c+o=","2016-06-06T14:10Z","2016-09-08",1,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not enough sample for analysis","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"3728cc71-720d-4f16-b4ee-68d92cbba19f","GRSM_006.basePlot.cfc","D07","GRSM","GRSM_006","distributed","njZEDkTA4mhXBrbFJl/Bv/8VHIpZkxCb/z3lVdZ/1cQ=","njZEDkTA4mhXBrbFJl/Bv/8VHIpZkxCbofkKFlnP6mQ=","2016-06-06T14:35Z","2016-09-08",1,0.473,50,0.138,1.191,0.496,0.18,0.166,177.5,36,5.1,54,11.6,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"815e06d7-6e9f-4b98-8b85-c1ad541bcae2","GRSM_002.basePlot.cfc","D07","GRSM","GRSM_002","distributed","njZEDkTA4mgWWU03lRxBFgfLUPZ46Kxd2ZaSaiyzcFI=","njZEDkTA4mgWWU03lRxBFgfLUPZ46KxdoB624BiYrmM=","2016-06-06T15:45Z","2016-09-08",1,0.454,50,0.15,0.6,0.38,0.118,0.135,332.6,67.5,4.4,33.5,19.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"462cf36b-53ba-48db-8192-ee22cf13beea","GRSM_002.basePlot.cfc","D07","GRSM","GRSM_002","distributed","njZEDkTA4mhMd38hmJ6sFsk82htc7y964/KMIjLZiyo=","njZEDkTA4mhMd38hmJ6sFsk82htc7y960VZ0mZrLtcYo70m7eKzdQQ==","2016-06-06T16:20Z","2016-09-08",1,0.481,50,0.15,1.944,0.279,0.257,0.152,389.5,71.6,102.3,68.8,16.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"430792aa-cad3-4edc-b117-b12709adb0e4","GRSM_002.basePlot.cfc","D07","GRSM","GRSM_002","distributed","njZEDkTA4mhKOtXkRIPFhBzxgTIuGg/UEsL+4Cxpym4=","njZEDkTA4mhKOtXkRIPFhBzxgTIuGg/U8Rehg5sWpB8=","2016-06-06T16:41Z","2016-09-08",1,0.477,50,0.187,0.784,0.51,0.13,0.148,620.2,48.8,3.7,64.8,15.4,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"aaf590e9-42f4-4a6d-bd74-587e0a073fce","GRSM_010.basePlot.cfc","D07","GRSM","GRSM_010","distributed","njZEDkTA4misW8k1uxtRp3WXJNHhA4qA7q9yG8Vst2k=","njZEDkTA4misW8k1uxtRp3WXJNHhA4qA9gdUumpPpZk=","2016-06-06T18:20Z","2016-09-08",1,0.452,50,0.174,0.973,1.375,0.299,0.186,269.4,184.1,7.6,63.8,22.2,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"3503246e-4986-4646-bb0a-e12ea323753e","GRSM_010.basePlot.cfc","D07","GRSM","GRSM_010","distributed","njZEDkTA4misW8k1uxtRpy9/eUO9pznT5fFy9saRSxU=","njZEDkTA4misW8k1uxtRpy9/eUO9pznTPCylfyGODf8=","2016-06-06T19:26Z","2016-09-08",1,0.463,50,0.18,1.973,1.515,0.385,0.185,269.1,77.4,375.9,55.2,20,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"e7d25acb-e541-4345-95f9-f57aa67c7a31","GRSM_010.basePlot.cfc","D07","GRSM","GRSM_010","distributed","njZEDkTA4misW8k1uxtRpzWzzKfDITo68siBvvkbZRg=","njZEDkTA4misW8k1uxtRpzWzzKfDITo61itvhNIKBcU=","2016-06-06T19:48Z","2016-09-08",1,0.475,50,0.143,1.07,1.406,0.375,0.185,256,52.2,5.6,56.7,20.3,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"c191d5d6-f208-4b94-804d-4483d7a055ae","GRSM_025.basePlot.cfc","D07","GRSM","GRSM_025","distributed","njZEDkTA4mjbtTUzmCeqwiL+6A/GgsOBQF/CTTu2F5Y=","njZEDkTA4mjbtTUzmCeqwiL+6A/GgsOB4myuzQr4mLw=","2016-06-06T20:26Z","2016-09-08",1,0.47,50,0.077,0.376,0.055,0.047,0.074,83.9,94.9,1.4,38.5,9.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"5436e074-426b-4494-bc3b-f081a1bce1ea","GRSM_001.basePlot.cfc","D07","GRSM","GRSM_001","distributed","njZEDkTA4mjZGSPmEY3U4r56QTRz50sl+NE/grsCEPQ=","njZEDkTA4mjZGSPmEY3U4r56QTRz50slcm8C9qdCNGA=","2016-06-06T20:45Z","2016-09-08",1,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not enough sample for analysis","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"73fb5119-cc1e-461d-97bf-866bcff7c144","GRSM_025.basePlot.cfc","D07","GRSM","GRSM_025","distributed","njZEDkTA4mgfENts4k6kSGBRN0EHeml9l4DjKXTfk+o=","njZEDkTA4mgfENts4k6kSGBRN0EHeml9zL9oo/ptNCCQNszn5wmeng==","2016-06-06T20:50Z","2016-09-08",1,0.326,50,0.347,3.317,0.337,0.29,0.215,435.6,89.8,148.9,52.3,152,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"a92a8069-ddb9-4917-af89-9b8575fb8e59","GRSM_025.basePlot.cfc","D07","GRSM","GRSM_025","distributed","njZEDkTA4mhH0X6U0MuB7VRO6eeyZWaniKGDpJXh+Ds=","njZEDkTA4mhH0X6U0MuB7VRO6eeyZWan/UzEjSgMl5M=","2016-06-06T21:00Z","2016-09-08",1,0.471,50,0.117,0.368,0.119,0.049,0.099,106.9,38,0.4,38.5,14.2,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"fa70373c-acf1-4832-8010-d678aaf99f2a","GRSM_001.basePlot.cfc","D07","GRSM","GRSM_001","distributed","njZEDkTA4mhsCFFRaj0x+KMq0RVoHlbqS8Q3jqKZbmc=","njZEDkTA4mhsCFFRaj0x+KMq0RVoHlbqlzf085+aSrs=","2016-06-06T21:05Z","2016-09-08",1,0.474,50,0.17,2.148,0.691,0.227,0.15,991.5,66.6,89.2,60.2,107,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"452f5948-cd96-4ae8-8fca-a4b7ae14081e","GRSM_003.basePlot.cfc","D07","GRSM","GRSM_003","distributed","njZEDkTA4mhR8rGbSsJLb6cukeMvremZBtGbGGiAx4k=","njZEDkTA4mhR8rGbSsJLb6cukeMvremZOpcCpVaMLzI=","2016-06-07T11:05Z","2016-09-08",1,0.323,50,0.17,0.942,0.322,0.149,0.171,217.9,79.5,10.2,0.2,26.2,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
"3fd09026-a584-4a96-9917-8c816cf35776","GRSM_003.basePlot.cfc","D07","GRSM","GRSM_003","distributed","njZEDkTA4mhR8rGbSsJLbyKHqRDc/lGtzlnIdO9QBQ0=","njZEDkTA4mhR8rGbSsJLbyKHqRDc/lGt6cxMdIA/y04=","2016-06-07T11:35Z","2016-09-08",1,0.473,50,0.15,1.751,0.308,0.313,0.143,324.3,55.1,89.8,53.2,28.8,"0","0","","University of Wisconsin Soil and Forage Analysis Lab","UWSFAL Analysis of Major, Minor and Trace Elements in Plant Tissue Samples with ICP-OES and ICP-MS","QbsIz6m/JNpl2O9/7aT0KQ==","hiDaz5AD8ZBZaG4ybvdmAw==",NA
