"uid","namedLocation","domainID","siteID","plotID","plotType","sampleID","ligninSampleID","collectDate","analysisDate","analyticalRepNumber","dryMass","ligninPercent","cellulosePercent","measurementQF","accuracyQF","remarks","laboratoryName","testMethod","analyzedBy","reviewedBy","dataQF"
"9642aa03-b3d2-470b-be27-8e89cdb132cd","STEI_008.basePlot.cfc","D05","STEI","STEI_008","distributed","VIe0/2w3fNdJfITAZNCzsooYD0OwZokAoF32VNTKLpM=","VIe0/2w3fNdJfITAZNCzsooYD0OwZokAAqQOgu5p4hQ=","2017-08-24T14:13Z","2017-12-20",1,0.55,23.56,21.33,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"1e7cc1ca-eac6-49ad-873c-eff6884b3477","STEI_008.basePlot.cfc","D05","STEI","STEI_008","distributed","VIe0/2w3fNdJfITAZNCzsooYD0OwZokAoF32VNTKLpM=","VIe0/2w3fNdJfITAZNCzsooYD0OwZokAAqQOgu5p4hQ=","2017-08-24T14:13Z","2017-12-20",2,0.517,20.56,21.24,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"46426e53-9c1d-470b-98ca-2a9ac92c8134","STEI_008.basePlot.cfc","D05","STEI","STEI_008","distributed","VIe0/2w3fNdImTPDFEeyj4pOPHv3uWaNhPrQV1lWKNs=","VIe0/2w3fNdImTPDFEeyj4pOPHv3uWaN6x4THddT0n0/i4ufbAwkkw==","2017-08-24T14:15Z","2017-12-20",1,0.571,19.82,18.34,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"bdf61113-6bca-42fd-ae18-4250af3e7c71","STEI_008.basePlot.cfc","D05","STEI","STEI_008","distributed","VIe0/2w3fNcUGzVrPfqiD8/f4TEvV8as4BcvO/EM4Rg=","VIe0/2w3fNcUGzVrPfqiD8/f4TEvV8asH4TS8f/FXgc=","2017-08-24T14:16Z","2017-12-20",1,0.54,22.24,14.05,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"b41c1844-afb4-4bcb-89e1-3eb105d11837","STEI_059.basePlot.cfc","D05","STEI","STEI_059","tower","VIe0/2w3fNdZpcW9ae5/mUbxNKrAEUrTKazl3Wg7T4A=","VIe0/2w3fNdZpcW9ae5/mUbxNKrAEUrT5ZHHtcYBKBpQPZsEUIcU4g==","2017-08-28T14:54Z","2017-12-19",1,0.521,28.61,17.02,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"be3962aa-5068-47e8-ad5b-44352f80b366","STEI_059.basePlot.cfc","D05","STEI","STEI_059","tower","VIe0/2w3fNebL06shWhPji2SF1yB8s00UNM/Y0EFZxk=","VIe0/2w3fNebL06shWhPji2SF1yB8s00OadLJpUCesc=","2017-08-28T15:08Z","2017-12-19",1,0.498,27.88,16.13,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"bc706edb-fd76-4774-b966-e23ccc9d63e1","STEI_059.basePlot.cfc","D05","STEI","STEI_059","tower","VIe0/2w3fNeNnoDJ4akJYMWC1aiAJkiauYkqOsksHAE=","VIe0/2w3fNeNnoDJ4akJYMWC1aiAJkiaVjpxG3Jc53k=","2017-08-28T15:28Z","2017-12-19",1,0.494,15.68,12.55,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"c1481937-d6fe-4f7b-9865-d6cff15e9a3a","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","VIe0/2w3fNebmhW80rzpS881KI92y62T7Ti7hhlPfBw=","VIe0/2w3fNebmhW80rzpS881KI92y62T3AtKOX7bhnE=","2017-08-28T15:56Z","2017-12-19",2,0.548,10.47,12.54,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"cfc10a55-1e0e-433b-8a4a-edbf4d9ae33b","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","VIe0/2w3fNebmhW80rzpS881KI92y62T7Ti7hhlPfBw=","VIe0/2w3fNebmhW80rzpS881KI92y62T3AtKOX7bhnE=","2017-08-28T15:56Z","2017-12-19",1,0.518,9.84,12.7,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"1d6dcf93-1712-43eb-81ad-094ad21d8773","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","VIe0/2w3fNeBQnoBtnyUCQYQJX4XLBl9PCWG2SaZNuk=","VIe0/2w3fNeBQnoBtnyUCQYQJX4XLBl921DEd0Au93OEVUvnIlnIqQ==","2017-08-28T16:06Z","2017-12-19",1,0.502,26.04,17.81,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"d81d74ea-9ccb-43fb-be59-6389dd3ff9a9","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","VIe0/2w3fNc9LAG1OMEeN8ZriLYt3e+ZEGq5DoNVT6Y=","VIe0/2w3fNc9LAG1OMEeN8ZriLYt3e+ZdJqeDF1MI8M=","2017-08-28T16:32Z","2017-12-19",1,0.501,15.03,15.22,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"2e2cc9ee-d93d-4a73-8194-547a5dac746e","STEI_053.basePlot.cfc","D05","STEI","STEI_053","tower","VIe0/2w3fNfW02cWAdpRsHWQBtILJpeZfEC47VgkERw=","VIe0/2w3fNfW02cWAdpRsHWQBtILJpeZKp0cVsv/f1E=","2017-08-28T16:44Z","2017-12-19",1,0.484,9.25,13.18,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"5e37ff18-de81-4216-8474-a68c8da6f99a","STEI_053.basePlot.cfc","D05","STEI","STEI_053","tower","VIe0/2w3fNf2pzHj10cnqQF8QtjK6edGrDl/vLip/Pg=","VIe0/2w3fNf2pzHj10cnqQF8QtjK6edGThrYFo6xCvy9MRbnKMqHVw==","2017-08-28T16:51Z","2017-12-19",1,0.518,27.17,14.53,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"713f89f8-ae13-4038-a9df-079aa58f67a9","STEI_053.basePlot.cfc","D05","STEI","STEI_053","tower","VIe0/2w3fNfW02cWAdpRsEBltogD1RiwG6g8WryoXKs=","VIe0/2w3fNfW02cWAdpRsEBltogD1RiwToMbP8kCQdc=","2017-08-28T17:02Z","2017-12-19",1,0.498,10.41,14.95,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"f09916d6-137c-4d7e-8318-558ea788e493","STEI_060.basePlot.cfc","D05","STEI","STEI_060","tower","VIe0/2w3fNebVQKB2BjevtyqXOCdsnKT8hAEs+3C/Ng=","VIe0/2w3fNebVQKB2BjevtyqXOCdsnKTwDUMRnwlLPc=","2017-08-28T17:28Z","2017-12-19",1,0.54,17.93,14.9,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"6758e6b5-1757-465e-857d-bef554c1c910","STEI_060.basePlot.cfc","D05","STEI","STEI_060","tower","VIe0/2w3fNd/z2WoUObti5ZVAgsrdVZ/hHeH7OKvAxI=","VIe0/2w3fNd/z2WoUObti5ZVAgsrdVZ/kSNgpuv3WXXctm/gHxLnww==","2017-08-28T17:29Z","2017-12-19",1,0.491,23.63,16.79,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"ca6dbdba-803a-4277-af35-6efb6082be77","STEI_060.basePlot.cfc","D05","STEI","STEI_060","tower","VIe0/2w3fNc33g5rmTd2pHq4VDDW2AUFc5Yg5mi4D1k=","VIe0/2w3fNc33g5rmTd2pHq4VDDW2AUF/GuCyO9MyDZqcC48X8M/UQ==","2017-08-28T17:45Z","2017-12-19",1,0.495,23.68,14.88,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"bf6aed56-f8a6-47be-9fd2-c3293a4775e8","STEI_021.basePlot.cfc","D05","STEI","STEI_021","distributed","VIe0/2w3fNcalzjkVwBhmldGEhUSkkljwAkHGnBLeDU=","VIe0/2w3fNcalzjkVwBhmldGEhUSkkljLndLNInvfLF51aeNtDX2cw==","2017-08-28T20:06Z","2017-12-20",1,0.506,19.29,12.23,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"341fb6b6-0c61-4bc3-a80d-d82e0fc457ec","STEI_021.basePlot.cfc","D05","STEI","STEI_021","distributed","VIe0/2w3fNcalzjkVwBhmsWNSJ0H6/lCOXw14m2mbvw=","VIe0/2w3fNcalzjkVwBhmsWNSJ0H6/lCzbfLL+h5tNSZKCG/PJN0pA==","2017-08-28T20:22Z","2017-12-20",1,0.508,19.3,9.8,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"9948b623-e06c-4f83-9117-d94d979faeaf","STEI_021.basePlot.cfc","D05","STEI","STEI_021","distributed","VIe0/2w3fNcalzjkVwBhmg1MmhmwySLj5mT3KSE11uo=","VIe0/2w3fNcalzjkVwBhmg1MmhmwySLj5prshVmkqWTEDdNhyHHYYA==","2017-08-28T20:34Z","2017-12-20",1,0.554,18.24,9.95,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"21548db9-e353-4340-9dd0-2838b1ad75d7","STEI_003.basePlot.cfc","D05","STEI","STEI_003","distributed","VIe0/2w3fNeiYDd1kvOxg66bfSAZVSGo8BLiyROlYQw=","VIe0/2w3fNeiYDd1kvOxg66bfSAZVSGo92MAiznMiUB4d3WgbQTIyQ==","2017-08-29T13:46Z","2017-12-20",1,0.512,24.1,15.99,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"213529f3-f04f-4ed7-a853-672a582b9968","STEI_003.basePlot.cfc","D05","STEI","STEI_003","distributed","VIe0/2w3fNdC6482kBzsU+ZXDvTcBmXpcxcMuwwiLjc=","VIe0/2w3fNdC6482kBzsU+ZXDvTcBmXpWKMFomRgpUyVL4Gxz2a+DA==","2017-08-29T14:32Z","2017-12-20",1,0.502,15.52,13.17,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"2621fe54-92d6-4db7-8d86-6d11d561b137","STEI_003.basePlot.cfc","D05","STEI","STEI_003","distributed","VIe0/2w3fNcNrKRjyzmNZh0ikrU4TDTxOZJ/R4N1T8g=","VIe0/2w3fNcNrKRjyzmNZh0ikrU4TDTxLQw5pGCOEzs=","2017-08-29T15:21Z","2017-12-20",1,0.507,13.3,13.34,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"9f2faae5-1d47-4693-95f4-0ddaff368034","STEI_006.basePlot.cfc","D05","STEI","STEI_006","distributed","VIe0/2w3fNfxmlWt9NRGm4zZmHkOrqOnv3sKGslRn+s=","VIe0/2w3fNfxmlWt9NRGm4zZmHkOrqOnfg8/d37SLz7Yzp1vatA0+w==","2017-08-29T16:17Z","2017-12-20",1,0.51,21.08,15.08,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"716ae134-b7cf-4005-9ef1-6bf83d651788","STEI_006.basePlot.cfc","D05","STEI","STEI_006","distributed","VIe0/2w3fNd94NzJ1ldmPvO/rfvxTdRR90xtbj4w4Go=","VIe0/2w3fNd94NzJ1ldmPvO/rfvxTdRRrTa4JVlbb4I=","2017-08-29T16:50Z","2017-12-20",1,0.513,25.27,12.94,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"28dad83c-7adc-4a4a-a337-0db156fd4c79","STEI_006.basePlot.cfc","D05","STEI","STEI_006","distributed","VIe0/2w3fNdw57HdUJ7YL8y6o5N9MN7OHNdhjlaZOp0=","VIe0/2w3fNdw57HdUJ7YL8y6o5N9MN7O0Fiq+AH9PaA=","2017-08-29T17:23Z","2017-12-20",1,0.501,23.52,22.55,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"03c26630-7b8b-4f00-ad1e-30d0d3ad12c1","STEI_004.basePlot.cfc","D05","STEI","STEI_004","distributed","VIe0/2w3fNfkpyROGrcCGN/B52ltoaK5OoK0qtPoR2o=","VIe0/2w3fNfkpyROGrcCGN/B52ltoaK5dTUTqgHSCYAEQ2iE8wuGJg==","2017-08-29T19:09Z","2017-12-19",1,0.515,19.87,13.73,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"cc28a27b-2fde-4254-9ac2-c2320202517a","STEI_004.basePlot.cfc","D05","STEI","STEI_004","distributed","VIe0/2w3fNdOqIczM0wx5vfpcF4tFLybGsHm0906xWk=","VIe0/2w3fNdOqIczM0wx5vfpcF4tFLybedHPm6whR1E=","2017-08-29T19:30Z","2017-12-19",1,0.517,11.99,23.6,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"bb66975e-18bf-4f05-bca8-15c2885554ad","STEI_004.basePlot.cfc","D05","STEI","STEI_004","distributed","VIe0/2w3fNfkpyROGrcCGPtCR19whAUEbHnv++zRu/I=","VIe0/2w3fNfkpyROGrcCGPtCR19whAUE3VPj98JoAHiXXMBS2Z8xwA==","2017-08-29T19:54Z","2017-12-20",1,0.518,26.69,13.53,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"465dd80f-5d40-4e47-9248-db68f1d3bbf2","STEI_002.basePlot.cfc","D05","STEI","STEI_002","distributed","VIe0/2w3fNcn3zJhSf83pVhdTs3/Fuw0wCSb+sp0z98=","VIe0/2w3fNcn3zJhSf83pVhdTs3/Fuw0n5F6BHdRLrdf1lYydaWQEQ==","2017-08-29T20:41Z","2017-12-19",1,0.515,14.78,13.42,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"6eb40434-45ff-491c-8240-4313da99bf85","STEI_002.basePlot.cfc","D05","STEI","STEI_002","distributed","VIe0/2w3fNf39i0uHMFdmaeaCqh5sYXhZumlpdA2UH4=","VIe0/2w3fNf39i0uHMFdmaeaCqh5sYXhWVk8pgtuc5g=","2017-08-29T20:56Z","2017-12-19",1,0.525,23.74,24.18,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"a4a480a4-9147-42ed-862a-00347fe251e1","STEI_002.basePlot.cfc","D05","STEI","STEI_002","distributed","VIe0/2w3fNcn3zJhSf83pVVxpG6jk1EcOoeAHmkKomg=","VIe0/2w3fNcn3zJhSf83pVVxpG6jk1EcMIS80lHH52sQ8nFfaxEfSA==","2017-08-29T21:30Z","2017-12-19",1,0.54,14.37,16.95,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"73bcc992-708a-4fd7-97f9-1ec120bb1894","STEI_001.basePlot.cfc","D05","STEI","STEI_001","distributed","VIe0/2w3fNdp78ByyJA8EAivT6mVK4BIvRLpY5y8l9c=","VIe0/2w3fNdp78ByyJA8EAivT6mVK4BISFJrZTHw5r4jD1hrOUXwSw==","2017-08-29T22:19Z","2017-12-19",1,0.55,14.63,13.58,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"a1d99d95-2976-4c76-a9f0-5c79bda832ea","STEI_001.basePlot.cfc","D05","STEI","STEI_001","distributed","VIe0/2w3fNdGg8ZdiqmQlCp6yf9Pjzzg0f8d4lnTIVI=","VIe0/2w3fNdGg8ZdiqmQlCp6yf9PjzzghcbSYkuPgKc=","2017-08-29T22:32Z","2017-12-19",1,0.529,16.26,16.35,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"a54b19df-3550-449a-9597-b114d6e07811","STEI_001.basePlot.cfc","D05","STEI","STEI_001","distributed","VIe0/2w3fNeKiqeEFmkbTmAG23MSwrWMR4cAci0XV9A=","VIe0/2w3fNeKiqeEFmkbTmAG23MSwrWMOB62U/Y5NSk=","2017-08-29T22:58Z","2017-12-19",1,0.503,19.75,20.33,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"33e8fa16-4789-4cc7-9cf4-ac54465093e0","KONZ_011.basePlot.cfc","D06","KONZ","KONZ_011","distributed","Cekj+eelgP/sGcPrqr9Pzgu/+/VJ097jr+rZh2V8Hcw=","Cekj+eelgP/sGcPrqr9Pzgu/+/VJ097jd3PctqLpGlw=","2017-05-30T13:57Z","2017-09-20",1,0.472,5.88,36.28,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"59e29f93-50a4-4ce5-a6ec-94f2d3b8f199","KONZ_003.basePlot.cfc","D06","KONZ","KONZ_003","distributed","Cekj+eelgP9s9pDMbarmFxNu4AVtN2BlNTcUH7ACslY=","Cekj+eelgP9s9pDMbarmFxNu4AVtN2BlVQCcja11qtw=","2017-05-30T13:58Z","2017-09-20",1,0.478,8.09,21.9,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"d8fb3929-154d-47f3-85e7-71e4a11c3c42","KONZ_010.basePlot.cfc","D06","KONZ","KONZ_010","distributed","Cekj+eelgP/O8PU4swAXHMBynq9bqLSM9VkSpEY46BI=","Cekj+eelgP/O8PU4swAXHMBynq9bqLSMOxZijtAKmw0=","2017-05-30T14:00Z","2017-09-20",1,0.469,6.57,33.28,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"11f333bb-fd96-4650-870e-0027ec863d90","KONZ_001.basePlot.cfc","D06","KONZ","KONZ_001","distributed","Cekj+eelgP+FtsCbsa7Fx0yuDENzSZgUu0oOcsF1rUs=","Cekj+eelgP+FtsCbsa7Fx0yuDENzSZgUMIJZBWx8w6I=","2017-05-30T14:06Z","2017-09-20",1,0.51,4.9,27.96,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"843a2b58-6704-4612-ab49-971977863555","KONZ_042.basePlot.cfc","D06","KONZ","KONZ_042","tower","Cekj+eelgP8YwVIKeX8KmDyhH3AmhbeIlUmTMgLm/C8=","Cekj+eelgP8YwVIKeX8KmDyhH3AmhbeIk0ke26HsWQ4=","2017-05-30T14:08Z","2017-09-20",2,0.476,8.88,35.1,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"a984805a-96a4-4c43-bfa1-1866814de9bc","KONZ_042.basePlot.cfc","D06","KONZ","KONZ_042","tower","Cekj+eelgP8YwVIKeX8KmDyhH3AmhbeIlUmTMgLm/C8=","Cekj+eelgP8YwVIKeX8KmDyhH3AmhbeIk0ke26HsWQ4=","2017-05-30T14:08Z","2017-09-20",1,0.502,7.71,36.21,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"9e337e83-af26-4569-9686-db14d6198d01","KONZ_043.basePlot.cfc","D06","KONZ","KONZ_043","tower","Cekj+eelgP8twWen9yIBWBwjrwASs76HLmjW19E2bhI=","Cekj+eelgP8twWen9yIBWBwjrwASs76HYvEdEFilITw=","2017-05-30T14:09Z","2017-09-20",1,0.485,7.96,26.46,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"436a558d-9a70-40cc-8707-7d6e1dbc1274","KONZ_045.basePlot.cfc","D06","KONZ","KONZ_045","tower","Cekj+eelgP9pjZG8ytWEoHzBBaS0LQQk2YY5mtqP/40=","Cekj+eelgP9pjZG8ytWEoHzBBaS0LQQkbxUDydAqiTE=","2017-05-30T14:10Z","2017-09-20",1,0.504,5.58,29.18,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"9094e4e0-620c-47ad-a678-74dfdbdb3a2e","KONZ_046.basePlot.cfc","D06","KONZ","KONZ_046","tower","Cekj+eelgP83+pvaUJG6uVN78ri862V09xDnre+Oyw0=","Cekj+eelgP83+pvaUJG6uVN78ri862V08G9wpvl1EUA=","2017-05-30T14:11Z","2017-09-20",1,0.499,5.52,29.51,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"8ab14276-e473-45df-b952-2dd43b1a4dba","KONZ_009.basePlot.cfc","D06","KONZ","KONZ_009","distributed","Cekj+eelgP9Fy+DOcsp9U9WSf3DutN4vIMfm1mkoIOs=","Cekj+eelgP9Fy+DOcsp9U9WSf3DutN4vrgrv6uy4qA4=","2017-05-30T14:12Z","2017-09-20",1,0.497,9.16,22.18,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"5368591f-2365-4b7d-bb77-bb81f446c63d","KONZ_014.basePlot.cfc","D06","KONZ","KONZ_014","distributed","Cekj+eelgP8rqN6W/F1q6YCZHdfSRxLt+hQaovm3xi8=","Cekj+eelgP8rqN6W/F1q6YCZHdfSRxLtqs+I3uEa2fE=","2017-05-30T14:14Z","2017-09-20",1,0.471,5.1,26.92,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"cc4f93f6-9c57-4808-a8d7-3a3f62a5ecb2","KONZ_024.basePlot.cfc","D06","KONZ","KONZ_024","distributed","Cekj+eelgP9P1Up66iRoAATQx/RQZ6bdUCrZN/Ev46I=","Cekj+eelgP9P1Up66iRoAATQx/RQZ6bdX4DdCqpEeXI=","2017-05-30T14:23Z","2017-09-20",1,0.475,4.01,25.69,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"5508125f-ace0-41c7-9d3d-bdb990e3a05c","KONZ_004.basePlot.cfc","D06","KONZ","KONZ_004","distributed","Cekj+eelgP8HxmkpxRAwFsNuGbR/BPcjYvpoCekY9zU=","Cekj+eelgP8HxmkpxRAwFsNuGbR/BPcjswWPuhcClag=","2017-05-30T14:25Z","2017-09-20",1,0.482,5.44,28.09,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"51be7388-464f-4a89-add2-922bb3aca123","KONZ_008.basePlot.cfc","D06","KONZ","KONZ_008","distributed","Cekj+eelgP8/q2AoGGZ6cjflPDbdob4H68G9jeB0LE4=","Cekj+eelgP8/q2AoGGZ6cjflPDbdob4Hj/nhnIBBvrc=","2017-05-30T14:27Z","2017-09-20",1,0.46,17.22,19.39,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"d0e9681b-b9c5-4aee-9962-65618a68de2c","KONZ_002.basePlot.cfc","D06","KONZ","KONZ_002","distributed","Cekj+eelgP9EQU0Al2SAyHWyKDGB1fuXsJVvjMdieHQ=","Cekj+eelgP9EQU0Al2SAyHWyKDGB1fuXx9RhX7F7hp0=","2017-05-30T14:28Z","2017-09-20",1,0.485,6.59,29.73,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
"a895b79a-3c3b-4943-90a2-9a2102d50794","KONZ_007.basePlot.cfc","D06","KONZ","KONZ_007","distributed","Cekj+eelgP8hUU9GdNe5XfX3pGP3FBauzJmzRANL8iI=","Cekj+eelgP8hUU9GdNe5XfX3pGP3FBauz8Lop8u6xS8=","2017-05-31T13:35Z","2017-09-20",1,0.491,6.14,36.92,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-M-028","bKF36824dpcABkIQiw5BLQ==","5NMApxg5Cd0pWFY84VRdIg==",NA
