"country","state","county","domain","domainID","siteName","siteID","plotType","subtype","subSpec","plotID","plotSize","plotDim","pointID","latitude","longitude","datum","utmZone","easting","northing","horzUncert","elevation","vertUncert","minElev","maxElev","slope","aspect","nlcdClass","soilOrder","crdSource","date","filtPos","plotPdop","plotHdop","appMods","plotEdge"
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_028",1600,"40m x 40m","41",42.43182,-72.225087,"WGS84","18N",728259.564,4701453.533,0.16,241.87,0.19,237.8,244.71,3.15,28,"mixedForest","Inceptisols","GeoXH 6000",20150720,"501",5.3,2.8,"div",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","tower","basePlot","","HARV_036",1600,"40m x 40m","41",42.542132,-72.17313,"WGS84","18N",732125.225,4713844.776,0.16,367.56,0.24,364.08,375.94,4.57,355,"deciduousForest","Inceptisols","GeoXH 6000",20150713,"554",6.3,3,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_001",1600,"40m x 40m","41",42.424254,-72.258286,"WGS84","18N",725555.629,4700524.518,0.16,190.6,0.3,188.99,194.42,5.43,270,"deciduousForest","Inceptisols","GeoXH 6000",20150727,"573",5.1,2.6,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","tower","basePlot","","HARV_042",1600,"40m x 40m","41",42.53418,-72.176562,"WGS84","18N",731872.775,4712952.242,0.16,368.8,0.25,368.08,372.69,0.8,235.9,"mixedForest","Inceptisols","GeoXH 6000",20150909,"501",5,1.8,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_058",1600,"40m x 40m","41",42.46976,-72.2523,"WGS84","18N",725887.74,4705593.443,0.17,203.04,0.33,195.69,207.2,2.86,124,"mixedForest","Inceptisols","GeoXH 6000",20150819,"527",5,2.1,"div",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","mosquitoPoint","","HARV_076",0,"0m","41",42.417662,-72.236178,"WGS84","18N",727398.383,4699851.535,10.17,165.36,0.21,165.36,165.36,5.29,344.55,"evergreenForest","Entisols","GeoXH 6000",20141126,"1012",7.5,3,"mos|mpt",0
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_063",1600,"40m x 40m","41",42.444998,-72.221221,"WGS84","18N",728529.695,4702927.291,0.17,222.26,0.21,214.87,222.96,1.49,298,"woodyWetlands","Histosols","GeoXH 6000",20150901,"516",36.9,30,"div",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","tower","basePlot","","HARV_047",1600,"40m x 40m","41",42.536689,-72.175706,"WGS84","18N",731933.838,4713233.213,0.17,367.28,0.38,362.02,368.38,3.55,247.9,"deciduousForest","Inceptisols","GeoXH 6000",20150107,"327",8.3,2.6,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_020",1600,"40m x 40m","41",42.436767,-72.228878,"WGS84","18N",727929.781,4701992.646,0.17,225.43,0.27,224.56,232.51,2.29,73,"woodyWetlands","Inceptisols","GeoXH 6000",20150722,"689",5.5,1.6,"cfc|cdw|dhp|div|hbp|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_025",1600,"40m x 40m","41",42.475439,-72.273925,"WGS84","18N",724086.193,4706167.205,0.17,178.72,0.35,178.72,189.19,1.66,109.3,"mixedForest","Inceptisols","GeoXH 6000",20150820,"501",5.2,2.7,"cdw|dhp|div|hbp|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","tower","basePlot","","HARV_045",1600,"40m x 40m","41",42.542085,-72.171299,"WGS84","18N",732275.713,4713844.593,0.17,369.78,0.3,363.95,378.84,4,342,"deciduousForest","Inceptisols","GeoXH 6000",20150713,"503",6.5,2,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","birdGrid","ninePoints","HARV_012",250000,"500m x 500m","B2",42.429715,-72.239787,"WGS84","18N",727057.915,4701180.28,0.17,234.01,0.27,181,270,4.37,167.06,"deciduousForest","Inceptisols","GeoXH 6000",20150803,"1335",18.1,11.6,"brd",500
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","mammalGrid",,"HARV_008",8100,"90m x 90m","E5",42.443394,-72.225117,"WGS84","18N",728215.021,4702738.749,0.17,240.99,0.19,240.99,242.99,4.31,64.37,"deciduousForest","Inceptisols","GeoXH 6000",20150803,"503",6,5.2,"mam",90
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_027",1600,"40m x 40m","41",42.430357,-72.253256,"WGS84","18N",725947.502,4701215.59,0.18,182.25,0.24,180.05,191.7,1.72,160,"evergreenForest","Inceptisols","GeoXH 6000",20150727,"601",5.5,2.1,"cdw|dhp|div|hbp|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_031",1600,"40m x 40m","41",42.46751,-72.2601,"WGS84","18N",725253.193,4705323.531,0.18,160.27,0.29,160.27,168.88,0.86,341,"evergreenForest","Entisols","GeoXH 6000",20150818,"676",5.1,2.5,"div",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","mosquitoPoint","","HARV_082",0,"0m","41",42.482279,-72.272148,"WGS84","18N",724207.889,4706931.396,10.18,171.55,0.27,171.55,171.55,4.3,159.51,"woodyWetlands","Inceptisols","GeoXH 6000",20140617,"300",6.6,3.2,"mos|mpt",0
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_012",1600,"40m x 40m","41",42.429498,-72.239809,"WGS84","18N",727056.888,4701156.129,0.18,233.17,0.2,228.96,236.16,0,0,"deciduousForest","Inceptisols","GeoXH 6000",20150729,"551",6.3,4.1,"cdw|dhp|div|hbp|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","birdGrid","ninePoints","HARV_008",250000,"500m x 500m","B2",42.443535,-72.224036,"WGS84","18N",728303.415,4702757.281,0.18,246.65,0.32,243,246.65,6.02,53.7,"deciduousForest","Inceptisols","GeoXH 6000",20150803,"600",27.9,4.5,"brd",500
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","birdGrid","ninePoints","HARV_001",250000,"500m x 500m","B2",42.422491,-72.257323,"WGS84","18N",725641.208,4700331.336,0.18,183.78,0.2,176,204,7.55,122.75,"deciduousForest","Inceptisols","GeoXH 6000",20150727,"310",4.4,1.5,"brd",500
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_006",1600,"40m x 40m","41",42.403097,-72.253722,"WGS84","18N",726007.127,4698187.262,0.19,188.53,0.33,187.74,195.27,2.29,154,"deciduousForest","Inceptisols","GeoXH 6000",20150715,"540",5.2,2.7,"bet|cdw|cfc|dhp|div|hbp|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_008",1600,"40m x 40m","41",42.444569,-72.22608,"WGS84","18N",728131.591,4702866.563,0.19,241.56,0.23,241.24,246.58,1.15,205,"deciduousForest","Inceptisols","GeoXH 6000",20150722,"540",6.4,3.6,"bet|cdw|dhp|div|hbp|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_013",1600,"40m x 40m","41",42.39229,-72.25461,"WGS84","18N",725972.872,4696984.775,0.19,184.34,0.33,179.56,188.43,8.25,112,"evergreenForest","Inceptisols","GeoXH 6000",20150720,"501",6.9,2.6,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_018",1600,"40m x 40m","41",42.432283,-72.232027,"WGS84","18N",727686.999,4701486.288,0.19,227.77,0.27,225.84,234.99,1.72,314,"deciduousForest","Inceptisols","GeoXH 6000",20150806,"634",4.6,2.7,"div",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","mosquitoPoint","","HARV_081",0,"0m","41",42.404544,-72.254726,"WGS84","18N",725919.292,4698345.24,10.19,171.59,0.26,171.59,171.59,11.06,294.21,"evergreenForest","Inceptisols","GeoXH 6000",20140616,"308",5.4,2.3,"mos|mpt",0
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_004",1600,"40m x 40m","41",42.427091,-72.229737,"WGS84","18N",727894.209,4700915.843,0.19,199.71,0.18,190.62,200.1,2.41,312,"mixedForest","Inceptisols","GeoXH 6000",20150107,"1013",8.7,5.4,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","tickPlot","","HARV_004",1600,"40m x 40m","41",42.426878,-72.227943,"WGS84","18N",728042.544,4700897.017,0.28,185.88,0.34,179.14,185.88,4.23,122.18,"mixedForest","Inceptisols","GeoXH 6000",20150720,"405",6.4,3.3,"tck",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_022",1600,"40m x 40m","41",42.434194,-72.198778,"WGS84","18N",730415.102,4701788.269,0.19,188.09,0.21,185.29,189.04,4,223,"evergreenForest","Entisols","GeoXH 6000",20150804,"500",9.5,4.6,"bet|cdw|cfc|dhp|div|hbp|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","tower","basePlot","","HARV_037",1600,"40m x 40m","41",42.537318,-72.17932,"WGS84","18N",731634.691,4713293.246,0.19,364.57,0.29,361.98,369.77,1.32,42.5,"evergreenForest","Histosols","GeoXH 6000",20150910,"516",5.9,3.6,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_029",1600,"40m x 40m","41",42.466468,-72.237447,"WGS84","18N",727117.453,4705267.986,0.2,209.82,0.24,209.79,218.42,3.15,176,"evergreenForest","Inceptisols","GeoXH 6000",20150825,"506",7.5,3.1,"div",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","tower","basePlot","","HARV_033",1600,"40m x 40m","41",42.53831,-72.175606,"WGS84","18N",731936.022,4713413.556,0.2,359.03,0.27,353.61,362.97,3.32,244.8,"deciduousForest","Inceptisols","GeoXH 6000",20150824,"501",6.1,3,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","tower","basePlot","","HARV_038",1600,"40m x 40m","41",42.537345,-72.177876,"WGS84","18N",731753.17,4713300.125,0.2,364.89,0.29,359.04,372.05,1.55,105.5,"mixedForest","Histosols","GeoXH 6000",20150924,"503",6.9,5.5,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_002",1600,"40m x 40m","41",42.478578,-72.259572,"WGS84","18N",725254.933,4706553.721,0.2,192.59,0.26,187.04,200.08,10.2,119,"deciduousForest","Inceptisols","GeoXH 6000",20150925,"504",9.9,5.6,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_011",1600,"40m x 40m","41",42.455939,-72.238279,"WGS84","18N",727087.14,4704096.494,0.2,231.58,0.3,228.97,235.29,2.29,131,"deciduousForest","Inceptisols","GeoXH 6000",20150730,"603",6.3,2.6,"cdw|dhp|div|hbp|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","birdGrid","ninePoints","HARV_021",250000,"500m x 500m","B2",42.4514,-72.2501,"WGS84","18N",726128.593,4703561.097,0.2,175.14,0.25,175.14,243,1.18,123.86,"evergreenForest","Histosols","GeoXH 6000",20150817,"510",12.9,9.7,"brd",500
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","birdGrid","ninePoints","HARV_023",250000,"500m x 500m","B2",42.414919,-72.228418,"WGS84","18N",728046.849,4699567.673,0.2,180.45,0.23,177,180.45,5,62.68,"evergreenForest","Inceptisols","GeoXH 6000",20150715,"402",6.4,4.1,"brd",500
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","tickPlot","","HARV_006",1600,"40m x 40m","41",42.401938,-72.252716,"WGS84","18N",726094.052,4698061.236,0.22,190.44,0.28,185.14,195.33,7.11,73.38,"deciduousForest","Inceptisols","GeoXH 6000",20150714,"503",6.6,4.6,"tck",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","mosquitoPoint","","HARV_074",0,"0m","41",42.455738,-72.240799,"WGS84","18N",726880.608,4704067.416,10.21,207.69,0.28,207.69,207.69,5.39,284.95,"deciduousForest","Inceptisols","GeoXH 6000",20140508,"301",5.6,3.2,"mos|mpt",0
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","tower","basePlot","","HARV_039",1600,"40m x 40m","41",42.533244,-72.177698,"WGS84","18N",731782.949,4712845.228,0.21,381.97,0.35,371.78,381.97,0.63,216,"mixedForest","Inceptisols","GeoXH 6000",20150908,"555",8.2,2.2,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","tower","basePlot","","HARV_034",1600,"40m x 40m","41",42.535693,-72.177962,"WGS84","18N",731752.187,4713116.479,0.21,372.85,0.24,367.91,379.55,0.74,250.1,"evergreenForest","Inceptisols","GeoXH 6000",20150909,"533",141.3,99.9,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","tower","basePlot","","HARV_035",1600,"40m x 40m","41",42.539971,-72.178087,"WGS84","18N",731726.134,4713591.224,0.22,366.1,0.27,361.32,368.43,1.09,185.9,"evergreenForest","Histosols","GeoXH 6000",20150813,"506",15,5.7,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","tower","basePlot","","HARV_043",1600,"40m x 40m","41",42.541039,-72.17658,"WGS84","18N",731845.904,4713713.97,0.22,354.67,0.32,353.7,361.25,2.41,301.6,"evergreenForest","Inceptisols","GeoXH 6000",20150812,"791",6.5,2.7,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","tower","phenology","primary","HARV_053",40000,"200m x 200m","C",42.542779,-72.172129,"WGS84","18N",732205,4713919.367,,382.26,,341.26,382.26,12.83,188.81,"","Inceptisols","GIS",,,,,"phe",200
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","tower","basePlot","","HARV_044",1600,"40m x 40m","41",42.535382,-72.176499,"WGS84","18N",731873.568,4713085.99,0.22,366.55,0.26,365.09,380.33,0.17,200.5,"deciduousForest","Inceptisols","GeoXH 6000",20150910,"587",3.3,2.6,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","tower","basePlot","","HARV_041",1600,"40m x 40m","41",42.536803,-72.180802,"WGS84","18N",731514.848,4713231.999,0.23,363.94,0.36,359.26,364.71,0.92,120.1,"evergreenForest","Histosols","GeoXH 6000",20150721,"504",10.8,2.4,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","birdGrid","ninePoints","HARV_016",250000,"500m x 500m","B2",42.458224,-72.231982,"WGS84","18N",727596.696,4704367.082,0.23,232.77,0.32,212,232.77,3.58,32.04,"woodyWetlands","Inceptisols","GeoXH 6000",20150803,"330",7,3.4,"brd",500
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","tower","basePlot","","HARV_052",1600,"40m x 40m","41",42.54214,-72.176565,"WGS84","18N",731843.067,4713836.283,0.24,359.93,0.3,350.14,359.93,2.69,300.1,"mixedForest","Histosols","GeoXH 6000",20150717,"402",5.7,2.8,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_014",1600,"40m x 40m","41",42.471451,-72.265726,"WGS84","18N",724774.584,4705745.995,0.24,201.39,0.24,196.75,203.08,4.86,21.5,"mixedForest","Inceptisols","GeoXH 6000",20150807,"690",3.8,1.9,"cdw|dhp|div|hbp|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","tower","basePlot","","HARV_048",1600,"40m x 40m","41",42.54131,-72.178014,"WGS84","18N",731727.201,4713740.065,0.24,359.91,0.45,359.65,365.76,3.21,319.6,"mixedForest","Histosols","GeoXH 6000",20150812,"551",25.7,12.8,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","mosquitoPoint","","HARV_077",0,"0m","41",42.456233,-72.22545,"WGS84","18N",728141.02,4704163.548,10.25,255.57,0.31,255.57,255.57,4.5,206.77,"mixedForest","Inceptisols","GeoXH 6000",20140508,"309",4.4,2.2,"mos|mpt",0
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","tower","basePlot","","HARV_050",1600,"40m x 40m","41",42.536276,-72.179361,"WGS84","18N",731635.181,4713177.355,0.25,366.5,0.29,362.83,371.3,0.86,150.1,"mixedForest","Histosols","GeoXH 6000",20150721,"509",7,3.6,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","tower","basePlot","","HARV_049",1600,"40m x 40m","41",42.535178,-72.17978,"WGS84","18N",731604.791,4713054.313,0.26,370.64,0.29,366.22,372.44,0.29,223.5,"mixedForest","Inceptisols","GeoXH 6000",20150911,"526",7.9,3.4,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","tower","basePlot","","HARV_046",1600,"40m x 40m","41",42.537915,-72.180751,"WGS84","18N",731514.992,4713355.658,0.27,360.77,0.24,358.76,363.83,0.29,340.1,"mixedForest","Histosols","GeoXH 6000",20150903,"504",3.5,2,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","mosquitoPoint","","HARV_079",0,"0m","41",42.42152,-72.220399,"WGS84","18N",728682.712,4700322.334,10.27,170.51,0.51,170.51,170.51,4.37,188.77,"evergreenForest","Entisols","GeoXH 6000",20140616,"301",4.7,2.5,"mos|mpt",0
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","birdGrid","ninePoints","HARV_014",250000,"500m x 500m","B2",42.471348,-72.265421,"WGS84","18N",724800.021,4705735.285,0.29,203.96,0.38,192,203.96,6.75,207.19,"mixedForest","Inceptisols","GeoXH 6000",20150807,"417",7,3.1,"brd",500
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","birdGrid","ninePoints","HARV_013",250000,"500m x 500m","B2",42.392611,-72.253227,"WGS84","18N",726085.559,4697024.065,0.29,184.75,0.37,180,184.75,1.93,225.89,"evergreenForest","Inceptisols","GeoXH 6000",20150714,"301",3.8,1.9,"brd",500
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_059",1600,"40m x 40m","41",42.48082,-72.2754,"WGS84","18N",723941.834,4706760.279,0.3,166.96,0.34,165.04,170.81,0.29,30,"mixedForest","Histosols","GeoXH 6000",20150819,"712",6.7,3.3,"div",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","mosquitoPoint","","HARV_078",0,"0m","41",42.441701,-72.23886,"WGS84","18N",727090.843,4702513.859,10.3,286.73,0.64,286.73,286.73,7.56,271.86,"mixedForest","Inceptisols","GeoXH 6000",20140509,"301",11.8,4.6,"mos|mpt",0
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","basePlot","","HARV_026",1600,"40m x 40m","41",42.410787,-72.247263,"WGS84","18N",726511.047,4699058.365,0.3,193.15,0.34,187.84,194.8,5.43,128,"evergreenForest","Inceptisols","GeoXH 6000",20150715,"508",11.8,3.6,"cdw|dhp|div|hbp|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","tower","basePlot","","HARV_051",1600,"40m x 40m","41",42.53409,-72.179145,"WGS84","18N",731661.021,4712935.209,0.3,368.23,0.49,363.91,378.43,1.55,100.5,"mixedForest","Inceptisols","GeoXH 6000",20151001,"505",10.3,4.8,"bbc|cdw|dhp|hbp|ltr|vst",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","mammalGrid",,"HARV_023",8100,"90m x 90m","E5",42.412979,-72.226194,"WGS84","18N",728236.853,4699358.284,0.33,173.78,0.57,173.78,177.03,1.39,141.61,"evergreenForest","Entisols","GeoXH 6000",20150715,"523",6.3,2.7,"mam",90
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","tickPlot","","HARV_022",1600,"40m x 40m","41",42.435462,-72.199291,"WGS84","18N",730368.301,4701927.656,0.26,186.3,0.32,182.01,192.15,1.45,278.83,"evergreenForest","Entisols","GeoXH 6000",20150804,"319",6.4,2.8,"tck",40
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","mosquitoPoint","","HARV_073",0,"0m","41",42.538136,-72.193774,"WGS84","18N",730444.656,4713344.619,10.46,335.84,0.61,335.84,335.84,10.05,279.09,"deciduousForest","Inceptisols","GeoXH 6000",20140509,"313",6.7,2.2,"mos|mpt",0
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","mammalGrid",,"HARV_021",8100,"90m x 90m","E5",42.45146,-72.2518,"WGS84","18N",725991.372,4703563.409,0.59,176.73,1,176.73,207.97,0.99,123.31,"evergreenForest","Inceptisols","GeoXH 6000",20150817,"619",13.1,10.9,"mam",90
"unitedStates","MA","Worcester","Northeast","D01","Harvard Forest","HARV","distributed","tickPlot","","HARV_026",1600,"40m x 40m","41",42.412068,-72.246529,"WGS84","18N",726566.832,4699202.564,0.16,185.71,0.26,183.41,196.4,5.69,299.6,"evergreenForest","Inceptisols","GeoXH 6000",20150715,"400",4.9,2,"tck",40
"unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","distributed","mammalGrid",,"HEAL_032",8100,"90m x 90m","E5",63.882432,-149.268806,"WGS84","6N",388579.585,7085894.483,0.9,655.23,0.77,655.23,669.07,5.02,238.85,"shrubScrub",,"Geo 7X",20160628,"327",1.5,0.7,"mam",90
"unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","distributed","basePlot","","HEAL_077",1600,"40m x 40m","41",63.89218,-149.27171,"WGS84","6N",388475.663,7086985.218,0.11,673.17,0.19,673.17,676.29,2.12,43.1,"shrubScrub",,"Geo 7X (H-Star)",20150624,"425",3.7,2,"div",40
"unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","tower","basePlot","","HEAL_061",400,"20m x 20m","41",63.87126,-149.21382,"WGS84","6N",391235.913,7084555.301,0.1,698.57,0.1,697.99,699.01,0,0,"shrubScrub",,"Geo 7X (H-Star)",20140828,"142",2.2,1,"bbc|cdw|dhp|hbp|ltr|mfb|vst",20
"unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","tower","basePlot","","HEAL_066",400,"20m x 20m","41",63.872049,-149.215105,"WGS84","6N",391175.846,7084645.286,0.1,696.58,0.1,695.67,696.58,0,0,"shrubScrub",,"Geo 7X (H-Star)",20140828,"181",1.9,0.9,"bbc|cdw|dhp|hbp|ltr|mfb|vst",20
"unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","tower","basePlot","","HEAL_067",400,"20m x 20m","41",63.872125,-149.210226,"WGS84","6N",391415.761,7084645.482,0.1,693.59,0.1,692.99,694,0,0,"dwarfScrub",,"Geo 7X (H-Star)",20140828,"193",1.7,0.8,"bbc|cdw|dhp|hbp|ltr|mfb|vst",20
"unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","tower","basePlot","","HEAL_073",400,"20m x 20m","41",63.872604,-149.213928,"WGS84","6N",391235.77,7084705.122,0.1,692.05,0.1,691.84,692.59,0,0,"shrubScrub",,"Geo 7X (H-Star)",20140828,"121",2.2,0.9,"bbc|cdw|dhp|hbp|ltr|mfb|vst",20
"unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","tower","basePlot","","HEAL_052",400,"20m x 20m","41",63.872083,-149.212669,"WGS84","6N",391295.618,7084644.96,0.1,693.89,0.1,693.74,694.46,0,0,"dwarfScrub",,"Geo 7X (H-Star)",20140828,"141",2.3,1,"bbc|cdw|dhp|hbp|ltr|mfb|vst",20
"unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","tower","basePlot","","HEAL_059",400,"20m x 20m","41",63.872278,-149.217566,"WGS84","6N",391055.884,7084675.063,0.1,692.13,0.1,691.87,692.58,0,0,"shrubScrub",,"Geo 7X (H-Star)",20140828,"121",1.7,0.9,"bbc|cdw|dhp|hbp|ltr|mfb|vst",20
"unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","tower","basePlot","","HEAL_046",1600,"40m x 40m","41",63.873367,-149.216447,"WGS84","6N",391115.029,7084794.415,0.1,691,0.1,689.41,692.05,0,0,"shrubScrub",,"Geo 7X (H-Star)",20140828,"121",1.9,0.9,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|mfb|sme|vst",40
"unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","tower","basePlot","","HEAL_062",400,"20m x 20m","41",63.872948,-149.209053,"WGS84","6N",391476.551,7084735.171,0.1,686.61,0.1,685.58,687.53,2.29,222,"dwarfScrub",,"Geo 7X (H-Star)",20140827,"122",2,0.8,"bbc|cdw|dhp|hbp|ltr|mfb|vst",20
"unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","tower","basePlot","","HEAL_064",400,"20m x 20m","41",63.8741,-149.204268,"WGS84","6N",391715.956,7084855.298,0.1,676.5,0.1,675.87,677.26,2.06,155,"dwarfScrub",,"Geo 7X (H-Star)",20140827,"121",2.1,1,"bbc|cdw|dhp|hbp|ltr|mfb|vst",20
"unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","tower","basePlot","","HEAL_068",400,"20m x 20m","41",63.874888,-149.204963,"WGS84","6N",391684.889,7084944.322,0.1,674.11,0.1,673.72,675.02,1.78,338,"shrubScrub",,"Geo 7X (H-Star)",20140827,"121",2.1,1.2,"bbc|cdw|dhp|hbp|ltr|mfb|vst",20
"unitedStates","AK","Denali Borough","Taiga","D19","Healy","HEAL","tower","basePlot","","HEAL_048",1600,"40m x 40m","41",63.875088,-149.210438,"WGS84","6N",391416.779,7084975.9,0.1,677.62,0.1,676.87,678.82,0,0,"dwarfScrub",,"Geo 7X (H-Star)",20140827,"121",1.8,1.2,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|mfb|sme|vst",40
